name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"washington, dc",2024-05-13,75.8,51.8,64,75.8,51.8,64,51.7,67.1,0,0,0,,0,0,23.7,14.4,170.1,1017.1,38.3,9.8,220.6,19.1,9,10,2024-05-13T05:56:59,2024-05-13T20:12:37,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-14,69.1,61.6,65,69.1,61.6,65,59.2,81.6,0.209,100,33.33,rain,0,0,33.3,10.7,181.6,1014.1,91.9,9.4,38,3.3,2,10,2024-05-14T05:56:05,2024-05-14T20:13:32,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-15,66.8,60.9,63.7,66.8,60.9,63.7,58.8,84.4,0.119,100,45.83,rain,0,0,22.8,12.3,32.9,1007.3,98.7,8.4,66.6,5.8,3,10,2024-05-15T05:55:12,2024-05-15T20:14:26,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-16,80.7,58.7,69.9,80.8,58.7,69.9,57.1,66.5,0,0,0,,0,0,25.4,17,355.7,1007.5,56.8,9.9,204,17.5,10,10,2024-05-16T05:54:21,2024-05-16T20:15:19,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-17,69,64,66.2,69,64,66.2,57.9,74.8,0,0,0,,0,0,15.2,10.8,77.4,1013.7,89.2,9.9,64.7,5.6,2,10,2024-05-17T05:53:32,2024-05-17T20:16:12,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-18,64.8,61.9,63.3,64.8,61.9,63.3,59,86,0.555,100,58.33,rain,0,0,16.6,8.1,138.8,1014.4,97.7,7.9,43,3.8,2,10,2024-05-18T05:52:44,2024-05-18T20:17:05,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-19,75.6,62.8,68.1,75.6,62.8,68.1,60.3,77.2,0,0,0,,0,0,12.3,6.9,23.8,1015.3,87,8.6,105.4,9.2,4,10,2024-05-19T05:51:58,2024-05-19T20:17:57,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,KADW,74594013705"
"washington, dc",2024-05-20,79.7,60,68.2,79.7,60,68.2,60.8,78.3,0,0,0,,0,0,11.4,8.8,161,1016.7,82.4,9.7,125.6,10.9,7,10,2024-05-20T05:51:13,2024-05-20T20:18:48,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-21,82.1,62.3,72.2,83,62.3,72.3,61.2,70.7,0,0,0,,0,0,16.1,12.3,178.5,1015.7,49.5,9.7,209.3,18,10,10,2024-05-21T05:50:30,2024-05-21T20:19:39,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-22,86.1,64.5,75.6,90.8,64.5,77.1,65.5,71.8,0,0,0,,0,0,15.7,12.4,177.5,1013.9,56,9.9,189.3,16.3,9,30,2024-05-22T05:49:49,2024-05-22T20:20:29,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-23,85.6,72.7,77.3,88.2,72.7,77.9,66.5,70.1,0.022,100,8.33,rain,0,0,16.1,10.9,207.1,1012.4,82.7,9.6,159.5,13.9,8,10,2024-05-23T05:49:10,2024-05-23T20:21:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-24,86.7,69.8,77.6,85.8,69.8,77.6,63.6,64.4,0.011,100,4.17,rain,0,0,16.3,10.7,77,1011,79.4,9.9,216,18.8,10,10,2024-05-24T05:48:32,2024-05-24T20:22:07,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-25,87,68.7,78,87.3,68.7,78.6,65.1,66.8,0.017,100,8.33,rain,0,0,16.1,12.5,173.2,1010.6,73.2,9.8,196.5,17,8,10,2024-05-25T05:47:56,2024-05-25T20:22:54,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-26,85.8,68.8,77.5,88.8,68.8,78.8,67.3,72.1,0.032,100,16.67,rain,0,0,36.9,18.6,168,1011.2,72.4,9.8,132.8,11.4,8,30,2024-05-26T05:47:22,2024-05-26T20:23:41,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-27,81,69,73.9,85.2,69,74.2,67.5,80.8,0.033,100,16.67,rain,0,0,36.7,17.7,187,1007.7,84.2,9.7,74.2,6.3,2,30,2024-05-27T05:46:49,2024-05-27T20:24:27,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-28,81.9,64.6,72.9,81.2,64.6,72.8,58.4,63.3,0.014,100,12.5,rain,0,0,43.4,22.2,272.2,1010.1,53.4,9.6,199.9,17.4,10,10,2024-05-28T05:46:19,2024-05-28T20:25:12,0.68,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-29,77.9,60,66.3,77.9,60,66.3,56.3,71.6,0.018,100,12.5,rain,0,0,37.8,10.5,272.3,1014,55.1,9.6,103,8.9,8,10,2024-05-29T05:45:50,2024-05-29T20:25:56,0.72,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-30,74.9,57.7,67,74.9,57.7,67,48.4,54.2,0,0,0,,0,0,23.9,16,324,1016.8,47.5,9.9,213.1,18.3,9,10,2024-05-30T05:45:23,2024-05-30T20:26:40,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-05-31,75.7,56.4,67.4,75.7,56.4,67.4,42,41,0,0,0,,0,0,25.6,14.6,333.4,1022.2,19.9,9.9,235.6,20.3,9,10,2024-05-31T05:44:58,2024-05-31T20:27:22,0.79,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-01,81,58.5,70.4,80.1,58.5,70.3,49.7,49.3,0,0,0,,0,0,12.8,13.8,172.1,1022.3,48.7,9.9,237.5,20.5,9,10,2024-06-01T05:44:34,2024-06-01T20:28:03,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-02,81.1,64.3,73.1,81.9,64.3,73.2,58.8,61.8,0,0,0,,0,0,26.4,18.1,202.9,1017.3,84.6,9.9,181.3,15.7,7,10,2024-06-02T05:44:13,2024-06-02T20:28:43,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-03,84.5,70,77.5,85.9,70,77.9,63.9,64,0.011,100,4.17,rain,0,0,13.6,8.9,231,1013.6,71.1,9.9,154.5,13.1,6,30,2024-06-03T05:43:53,2024-06-03T20:29:22,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-04,87.9,69.5,78.8,89.7,69.5,79.7,66.4,67.6,0,0,0,,0,0,27.7,19,141.8,1013.8,50,9.7,143.8,12.2,10,30,2024-06-04T05:43:36,2024-06-04T20:29:59,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-05,82.1,71.8,76.2,86.4,71.8,76.8,70.3,82.2,0.425,100,12.5,rain,0,0,25.9,14.4,168.1,1010.5,92.1,9.1,99.6,8.4,5,30,2024-06-05T05:43:20,2024-06-05T20:30:36,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-06,85.8,74.9,79.7,91.3,74.9,81.4,70.2,73.3,0,0,0,,0,0,33.3,16.8,213.7,1002.5,79.2,9.9,140.8,12.1,6,30,2024-06-06T05:43:06,2024-06-06T20:31:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-07,86.9,72.7,79.3,84.6,72.7,78.5,54.8,45.3,0,0,0,,0,0,32.2,22.2,299,1004.4,60.1,9.9,204.8,17.8,10,10,2024-06-07T05:42:54,2024-06-07T20:31:45,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-08,83.9,64.7,75.9,82.3,64.7,75.5,50.6,41.9,0,0,0,,0,0,23,15.9,260.5,1009.7,39.3,9.9,243.6,21,9,10,2024-06-08T05:42:44,2024-06-08T20:32:17,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-09,83,70.6,76.7,83.2,70.6,76.6,53.7,45.6,0,0,0,,0,0,30.8,20.8,293.2,1005.2,76.5,9.9,195.8,16.9,8,10,2024-06-09T05:42:35,2024-06-09T20:32:48,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-10,82.1,64.6,74.3,80.6,64.6,74.1,50,43.3,0,0,0,,0,0,27,17.9,304.1,1006.3,64.5,9.9,251,21.7,10,10,2024-06-10T05:42:29,2024-06-10T20:33:18,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-11,74.9,64,69.4,74.9,64,69.4,53.2,57.6,0.011,100,4.17,rain,0,0,27.2,15.5,339.9,1013.4,65,9.9,286.5,24.8,10,10,2024-06-11T05:42:24,2024-06-11T20:33:46,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-12,82.7,60.4,72.4,82,60.4,72.4,55.5,56.9,0,0,0,,0,0,17.4,11.1,176.8,1016.8,46.1,9.9,331.2,28.7,10,10,2024-06-12T05:42:21,2024-06-12T20:34:13,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-13,89.2,68.4,78.6,92.6,68.4,79.9,65.1,64.6,0,0,0,,0,0,19.7,14.4,175.3,1015.2,39.1,9.9,330.8,28.7,10,10,2024-06-13T05:42:20,2024-06-13T20:34:38,0.23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-14,90.1,72.8,81.4,91.8,72.8,82.2,64.9,58.9,0.003,100,8.33,rain,0,0,31.1,19.9,191.4,1011.8,62.9,9.8,300.6,26.1,10,30,2024-06-14T05:42:21,2024-06-14T20:35:01,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-15,86.9,67.9,77.4,84.9,67.9,76.8,57.6,54.8,0,0,0,,0,0,20.4,15.5,350.2,1016.2,35.6,9.9,289.7,25.2,9,10,2024-06-15T05:42:24,2024-06-15T20:35:23,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2024-06-16,87.8,65.9,77.8,86.5,65.9,77.5,58,52.4,0,0,0,,0,0,24.2,13.2,155.4,1021.3,48.2,9.9,235.4,20.4,9,10,2024-06-16T05:42:28,2024-06-16T20:35:44,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-17,89.8,70.6,80.4,95.1,70.6,82.6,65,59.7,0,0,0,,0,0,21.9,14.4,177.6,1021.1,45.7,9.9,219.2,19,9,10,2024-06-17T05:42:34,2024-06-17T20:36:03,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-18,92.6,74.6,82.3,98.4,74.6,84.1,66,58.8,0,0,0,,0,0,25.3,13.7,172.8,1023.2,51.1,9.9,159.5,13.8,9,10,2024-06-18T05:42:42,2024-06-18T20:36:20,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-19,90.9,71.4,80.7,91.6,71.4,81.2,64.2,59.3,0,0,0,,0,0,17,12.5,165.9,1026.5,71.1,9.9,230.2,19.9,9,10,2024-06-19T05:42:52,2024-06-19T20:36:35,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-20,90.8,72.3,81.1,92.4,72.3,81.9,65,60.2,0,0,0,,0,0,14.5,11,179.9,1026.1,74.7,9.9,235.4,20.5,10,10,2024-06-20T05:43:03,2024-06-20T20:36:49,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-21,94.9,72.5,83.6,98.3,72.5,85.9,67,59.3,0,0,0,,0,0,17.2,14.3,183,1021.9,33.3,9.8,232.8,20.2,10,10,2024-06-21T05:43:17,2024-06-21T20:37:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-22,98.9,76.6,87.4,105.2,76.6,91.4,68.9,55.7,0,0,0,,0,0,21.6,13.5,184.1,1016.1,15.3,9.8,205.9,17.7,9,10,2024-06-22T05:43:31,2024-06-22T20:37:11,0.52,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-23,97.8,80.9,89.1,103.2,84,93.8,69.1,53,0,0,0,,0,0,29.9,17.6,199.8,1007.9,66.7,9.9,137.6,12,6,30,2024-06-23T05:43:48,2024-06-23T20:37:19,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-24,89.9,78.1,85,90.6,78.1,85.3,58.7,43.2,0,0,0,,0,0,32.6,22.4,312.6,1007.8,51,9.9,251.4,21.6,10,30,2024-06-24T05:44:06,2024-06-24T20:37:26,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-25,92,69.3,81.8,90.2,69.3,81.1,54.6,40.8,0,0,0,,0,0,24.2,15,192,1013.8,44.2,9.9,204.4,17.7,9,10,2024-06-25T05:44:25,2024-06-25T20:37:30,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72405013743,KDCA,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2024-06-26,97.9,71.9,85.4,100.3,71.9,87.4,66,54.4,0.39,100,8.33,rain,0,0,47.1,28.6,206,1008.8,74.1,9.7,170.2,14.8,9,30,2024-06-26T05:44:47,2024-06-26T20:37:33,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-27,91,72.9,80.4,89.7,72.9,80.4,63.7,60.7,0.12,100,16.67,rain,0,0,19.6,11,321.8,1009.5,70.1,9.8,229.5,19.9,10,10,2024-06-27T05:45:09,2024-06-27T20:37:34,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-28,84.6,70.9,77.6,84.2,70.9,77.6,57.4,50.6,0,0,0,,0,0,20.8,15.5,98.2,1018.3,52.2,9.9,284.4,24.7,10,10,2024-06-28T05:45:33,2024-06-28T20:37:33,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-29,91.3,71.7,82,99.7,71.7,86.1,70.5,69.6,0,0,0,,0,0,23.3,16,170.5,1018.8,76.2,9.9,179.3,15.6,8,30,2024-06-29T05:45:59,2024-06-29T20:37:31,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-06-30,93.1,81.6,85.8,102.9,83.9,93.9,74.1,68.9,0.145,100,16.67,rain,0,0,27.3,16.9,186.2,1013.8,83.7,9.9,174.2,15.1,9,60,2024-06-30T05:46:26,2024-06-30T20:37:26,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-01,81.9,65.1,74.4,81.4,65.1,74.3,51.9,46.1,0,0,0,,0,0,34.8,21.4,347.4,1018.8,60.9,9.8,225.5,19.4,10,10,2024-07-01T05:46:55,2024-07-01T20:37:19,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-02,86,65.8,76.6,84.3,65.8,76.1,55.3,49.2,0,0,0,,0,0,16.3,12.6,165.7,1022.7,46.6,9.9,182.2,15.7,10,10,2024-07-02T05:47:25,2024-07-02T20:37:11,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,KADW,74594013705"
"washington, dc",2024-07-03,87.9,69.9,78.5,88.3,69.9,78.9,63.3,61.2,0,0,0,,0,0,19.7,13.7,176.1,1020.9,56.8,9.9,234.5,20.3,9,10,2024-07-03T05:47:56,2024-07-03T20:37:01,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-04,92,73.9,81,98.1,73.9,83.4,70,70.5,0.244,100,12.5,rain,0,0,33.3,12.2,186.8,1013.8,83.6,9.3,120.1,10.3,8,30,2024-07-04T05:48:28,2024-07-04T20:36:48,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,KADW,74594013705"
"washington, dc",2024-07-05,97.2,76.9,85.5,108.2,76.9,91.4,74.8,73,0,0,0,,0,0,22.6,12.8,181.4,1009.1,73.6,8.7,213.4,18.5,8,60,2024-07-05T05:49:02,2024-07-05T20:36:34,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,KADW,74594013705"
"washington, dc",2024-07-06,97.8,80.9,89.9,103.1,84.9,96.3,71,55.4,0,0,0,,0,0,26.4,14.5,218.3,1010.3,61.5,9.9,221.8,19.2,10,30,2024-07-06T05:49:37,2024-07-06T20:36:18,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,KADW,74594013705"
"washington, dc",2024-07-07,95.1,80.9,88.9,95.8,82,89.6,62,41.6,0,0,0,,0,0,23,13.6,348.3,1014.9,79.8,9.9,207,17.9,9,30,2024-07-07T05:50:13,2024-07-07T20:36:00,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-08,96.9,79.5,88,104.6,79.5,92.6,69.2,54.8,0,0,0,,0,0,18.3,14.7,171,1015.7,74.9,9.9,201.3,17.2,9,30,2024-07-08T05:50:50,2024-07-08T20:35:40,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-09,97.9,78.7,88.1,110,78.7,95.4,73.9,65.1,0,0,0,,0,0,16.1,12.3,174.9,1013.8,67.5,9.9,188.5,16.3,9,30,2024-07-09T05:51:28,2024-07-09T20:35:19,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-10,96.9,80.9,87.7,109.3,87.8,97.4,75.4,68.2,0.144,100,8.33,rain,0,0,38.9,20.3,186.8,1009.5,76.4,9.8,157.2,13.5,6,30,2024-07-10T05:52:08,2024-07-10T20:34:55,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-11,91.9,74.9,84.3,91.9,74.9,84.8,62,48.5,0,0,0,,0,0,23,13.4,331.6,1014.4,63.7,9.9,241.8,20.9,9,10,2024-07-11T05:52:48,2024-07-11T20:34:29,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-12,82.8,75.9,79.5,87.5,75.9,80.8,69.1,71.3,0.131,100,33.33,rain,0,0,15,12.8,50,1020.2,91.8,9.5,73.9,6.4,3,30,2024-07-12T05:53:29,2024-07-12T20:34:02,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-13,94.7,74.7,82.5,98.6,74.7,85.2,71.1,71,0.047,100,4.17,rain,0,0,14.5,10.8,102.6,1020,68.3,9.9,192.8,16.7,8,30,2024-07-13T05:54:12,2024-07-13T20:33:33,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-14,98.9,78.5,88.3,104.4,78.5,92.9,71.2,60.8,0,0,0,,0,0,19.8,10.6,187.5,1016.2,33.4,9.9,227.8,19.6,9,30,2024-07-14T05:54:55,2024-07-14T20:33:02,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-15,100.9,80.8,89.7,106,84.3,93.9,68.3,51.1,0,0,0,,0,0,30.9,16.4,233.6,1012.2,53.6,9.9,211.5,18.3,9,30,2024-07-15T05:55:39,2024-07-15T20:32:29,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-16,102.7,79.6,90.8,108.9,79.6,95.9,69.7,52.7,0,0,0,,0,0,30.3,19.2,201.8,1009.7,52.5,9.8,221.5,19.2,9,30,2024-07-16T05:56:23,2024-07-16T20:31:54,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-17,99,78.9,88.3,104.4,78.9,91.6,68.9,55.3,0.448,100,12.5,rain,0,0,35.2,14.4,203.5,1010.2,82.8,9.7,196.5,17.1,9,30,2024-07-17T05:57:09,2024-07-17T20:31:17,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-18,87.8,75.8,81.3,88.9,75.8,82,66.8,63.5,0,0,0,,0,0,16.1,11.5,342.6,1013.2,81.1,9.9,147.5,12.9,10,10,2024-07-18T05:57:55,2024-07-18T20:30:39,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-19,88.7,74.4,80.2,88.8,74.4,80.4,62.5,56,0,0,0,,0,0,17.7,12.1,61.8,1018.7,69.1,9.9,206.3,17.7,9,10,2024-07-19T05:58:42,2024-07-19T20:29:59,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-20,86.7,74.8,78.3,89,74.8,78.9,69.2,74.4,0.023,100,12.5,rain,0,0,18.8,10.3,175.2,1018.7,86.3,9.8,98.7,8.5,5,10,2024-07-20T05:59:30,2024-07-20T20:29:17,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-21,92.3,71.5,81.5,94.2,71.5,83.3,67.2,64,0.005,100,8.33,rain,0,0,19.7,14.3,153.6,1016.6,62.2,9.8,215.4,18.5,9,30,2024-07-21T06:00:18,2024-07-21T20:28:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-22,82.8,75.4,78.7,89.3,75.4,80.2,73,82.9,1.168,100,33.33,rain,0,0,26.4,15.3,147.5,1016.1,91.2,8.9,87.8,7.7,4,30,2024-07-22T06:01:07,2024-07-22T20:27:48,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2024-07-23,89.1,73.2,80.9,91,73.2,82,68,67.6,0.076,100,12.5,rain,0,0,20.8,14.4,207.9,1017.1,78.7,9.8,212.5,18.4,9,30,2024-07-23T06:01:56,2024-07-23T20:27:01,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
